index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
2143,36C0001099,1003323353,Clinton County Outpatient Surgery Llc,1150 West Locust St Suite 200,Wilmington,OH,Ohio,Clinton County,45177,39.45,-83.85,NA,NA,654,No Different Than the NAtioNAl Rate,12,NA,NA,39,39027,964501,1006,"Wilmington, OH",48940,30.3,30.2,30.5,1724,746,0.433,978,0.567,1271,0.737,200,0.116,0,0,0,0,0,0,42040,3,Micropolitan adjacent to a large metro area,1,2019
2144,36C0001099,1831287580,Clinton County Outpatient Surgery Inc,1150 West Locust St Suite 200,Wilmington,OH,Ohio,Clinton County,45177,39.45,-83.85,NA,NA,394,No Different Than the NAtioNAl Rate,13.2,NA,NA,39,39027,964501,2035,"Wilmington, OH",48940,39.5,38.9,43.1,2522,1238,0.491,1284,0.509,2327,0.942,69,0.028,0,0,74,0.03,52,0.021,42040,3,Micropolitan adjacent to a large metro area,1,2019
2145,36C0001034,1013967025,Cleveland Center For Digestive Health & Endoscopy,"3700 Parke  East, Suite 100",Beachwood,OH,Ohio,Cuyahoga County,44122,41.45,-81.81,NA,NA,1465,No Different Than the NAtioNAl Rate,11.6,NA,NA,39,39035,123603,3000,"Cleveland-Elyria, OH",17460,48.8,47.7,55,1685,812,0.482,873,0.518,1421,0.918,91,0.059,0,0,17,0.011,137,0.081,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2146,19C0001091,1144216847,Riverpark Ambulatory Surgery,107 Front St,Berea,OH,Ohio,Cuyahoga County,44017,41.37,-81.85,9.78,NA,1251,No Different Than the NAtioNAl Rate,12.2,100,0.45,39,39035,134300,1026,"Cleveland-Elyria, OH",17460,20.8,20.3,21.3,2471,1063,0.43,1408,0.57,1999,0.834,266,0.111,0,0,89,0.037,75,0.03,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2147,36C0001260,1710213400,"Vision Surgery Center, Llc",6355 Pearl Road,Parma Heights,OH,Ohio,Cuyahoga County,44130,41.39,-81.76,NA,NA,NA,NA,NA,NA,0.15,39,39035,178201,3003,"Cleveland-Elyria, OH",17460,53.4,46,55.7,996,398,0.4,598,0.6,899,0.926,72,0.074,0,0,0,0,25,0.025,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2148,36C0001063,1467474585,North Shore Endoscopy Center Ltd,"850 Columbia Rd, Ste. 200",Westlake,OH,Ohio,Cuyahoga County,44145,41.47,-81.9,95.08,NA,4116,No Different Than the NAtioNAl Rate,12.6,NA,NA,39,39035,189105,4006,"Cleveland-Elyria, OH",17460,48.3,43.3,53.6,515,281,0.546,234,0.454,475,0.922,16,0.031,0,0,0,0,0,0,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2149,36C0001086,1942483433,Premier Physicians Ambulatory Surgery Center,"25200 Center Ridge Road, Suite 3100",Westlake,OH,Ohio,Cuyahoga County,44145,41.46,-81.9,NA,NA,152,No Different Than the NAtioNAl Rate,11.4,NA,NA,39,39035,189107,4003,"Cleveland-Elyria, OH",17460,48,46.4,50.8,2752,1408,0.512,1344,0.488,2474,0.906,106,0.039,0,0,150,0.055,22,0.008,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2150,36C0001240,1720268279,Surgery Center Pearl,6900 Pearl Road,Middleburg Heights,OH,Ohio,Cuyahoga County,44130,41.38,-81.79,NA,NA,NA,NA,NA,95.89,NA,39,39035,173103,1014,"Cleveland-Elyria, OH",17460,44.2,40.8,48.6,1425,705,0.495,720,0.505,1263,0.904,117,0.084,0,0,9,0.006,28,0.02,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2151,36C0001195,1194757401,Surgcenter Cleveland,"24025 Commerce Park Road, Suite 2",Beachwood,OH,Ohio,Cuyahoga County,44122,41.46,-81.51,NA,100,NA,NA,NA,100,0.19,39,39035,131105,2019,"Cleveland-Elyria, OH",17460,48,51.8,40.3,759,290,0.382,469,0.618,228,0.315,479,0.662,0,0,4,0.006,35,0.046,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2152,36C0001183,1467474585,North Shore Endoscopy Center,850 Columbia Rd Suite 201,Garfield Heights,OH,Ohio,Cuyahoga County,44145,41.47,-81.9,95.08,NA,4116,No Different Than the NAtioNAl Rate,12.6,NA,NA,39,39035,189105,3005,"Cleveland-Elyria, OH",17460,41.8,47.2,39.9,1516,778,0.513,738,0.487,1363,0.899,29,0.019,0,0,89,0.059,0,0,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2153,36C0001163,1891793915,Northeast Ohio Surgery Center,"3755 Orange Place, Suite 102",Beachwood,OH,Ohio,Cuyahoga County,44122,41.46,-81.49,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,39,39035,194900,1005,"Cleveland-Elyria, OH",17460,47.6,47.9,45.6,1034,542,0.524,492,0.476,748,0.762,233,0.238,0,0,0,0,53,0.051,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2154,36C0001274,1689910739,University Suburban Endoscopy Center,1611 South Green Road Suite 120,South Euclid,OH,Ohio,Cuyahoga County,44121,41.52,-81.52,95.36,NA,1452,No Different Than the NAtioNAl Rate,11.3,NA,NA,39,39035,185203,1004,"Cleveland-Elyria, OH",17460,21.5,21.3,21.8,1931,848,0.439,1083,0.561,1252,0.662,308,0.163,0,0,89,0.047,39,0.02,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2155,36C0001250,1235394529,Brecksville Surgery Center,"7001 South Edgerton Road, Suite A",Brecksville,OH,Ohio,Cuyahoga County,44141,41.29,-81.64,NA,NA,NA,NA,NA,96.43,0.4,39,39035,135105,4017,"Cleveland-Elyria, OH",17460,39.6,35.7,44.4,3742,1807,0.483,1935,0.517,2980,0.796,305,0.082,0,0,322,0.086,0,0,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2156,36C0001238,1801094669,"Cleveland Eye & Laser Surgery Center, Llc",22715 Fairview Center Drive,Fairview Park,OH,Ohio,Cuyahoga County,44126,41.42,-81.87,NA,NA,NA,NA,NA,100,0.32,39,39035,153103,1014,"Cleveland-Elyria, OH",NA,49.9,50.1,49.9,1181,618,0.523,563,0.477,1042,0.978,0,0,0,0,0,0,116,0.098,1280122,1,Large-in a metro area with at least 1 million residents or more,0,2019
2157,36C0001308,1699284018,Onyx And Pearl Surgical Suites Llc,465 North Cleveland Ave Suite 150,Westerville,OH,Ohio,Delaware County,43082,40.14,-82.95,NA,NA,NA,NA,NA,99.71,NA,39,39041,12400,1065,"Columbus, OH",18140,32.1,32.2,32,1359,659,0.485,700,0.515,1018,0.823,33,0.027,0,0,117,0.095,122,0.09,174214,1,Large-in a metro area with at least 1 million residents or more,0,2019
2158,36C0001283,1881035509,Westerville Endoscopy Center Llc,"300 Polaris Parkway, Suite 1500",Westerville,OH,Ohio,Delaware County,43082,40.15,-82.94,67.26,NA,1173,No Different Than the NAtioNAl Rate,11.9,NA,NA,39,39041,11762,1009,"Columbus, OH",18140,38.1,35.3,41.5,2676,1424,0.532,1252,0.468,2551,0.973,0,0,0,0,72,0.027,53,0.02,174214,1,Large-in a metro area with at least 1 million residents or more,0,2019
2159,36C0001247,1649456021,Polaris Surgery Center,"300 Polaris Parkway, Suite 1400",Westerville,OH,Ohio,Delaware County,43082,40.15,-82.94,NA,NA,NA,NA,NA,99.06,NA,39,39041,11762,2014,"Columbus, OH",18140,38.1,35.3,41.5,2676,1424,0.532,1252,0.468,2551,0.973,0,0,0,0,72,0.027,53,0.02,174214,1,Large-in a metro area with at least 1 million residents or more,0,2019
2160,36C0001123,1295841666,Novamed Surgery Center Of Sandusky,2616 Hayes Avenue,Sandusky,OH,Ohio,Erie County,44870,41.43,-82.72,NA,NA,NA,NA,NA,NA,0.49,39,39043,41600,3001,"Sandusky, OH",41780,55.9,56.3,55.5,1024,515,0.503,509,0.497,1024,1,0,0,0,0,0,0,0,0,77079,3,Micropolitan adjacent to a large metro area,1,2019
2161,36C0001319,1386110575,Central Ohio Endoscopy Center Llc,1025 Refugee Rd 1St Floor,Pickerington,OH,Ohio,Fairfield County,43147,39.91,-82.78,NA,NA,91,No Different Than the NAtioNAl Rate,11.6,NA,NA,39,39045,33102,1001,"Columbus, OH",18140,32.4,27.7,34.3,3457,1659,0.48,1798,0.52,2274,0.675,741,0.22,0,0,244,0.072,89,0.026,146156,1,Large-in a metro area with at least 1 million residents or more,0,2019
2162,36C0001080,1942231493,Taylor Station Surgery Center,275 Taylor Station Road,Columbus,OH,Ohio,Franklin County,43213,39.98,-82.84,100,NA,1921,No Different Than the NAtioNAl Rate,15.2,100,NA,39,39049,7397,2017,"Columbus, OH",18140,30.3,29.9,30.6,3230,1652,0.511,1578,0.489,1470,0.493,1237,0.415,0,0,224,0.075,248,0.077,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2163,36C0001251,1346497989,Downtown Endoscopy Center,700 East Broad Street,Columbus,OH,Ohio,Franklin County,43215,39.96,-82.98,83.96,NA,780,No Different Than the NAtioNAl Rate,14.3,NA,NA,39,39049,3000,3013,"Columbus, OH",18140,26.3,24.9,26.7,1337,630,0.471,707,0.529,763,0.622,293,0.239,4,0.003,66,0.054,111,0.083,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2164,36C0001158,1992882153,Knightsbridge Surgery Center,4845 Knightsbridge Blvd Ste 110,Columbus,OH,Ohio,Franklin County,43214,40.06,-83.04,80.65,NA,87,No Different Than the NAtioNAl Rate,11.6,100,NA,39,39049,7812,5000,"Columbus, OH",18140,27.8,27.3,30.6,2554,1559,0.61,995,0.39,1366,0.574,231,0.097,51,0.021,545,0.229,175,0.069,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2165,36C0001284,1003220187,Central Ohio Endoscopy Center Llc,3400 Olentangy River Rd,Columbus,OH,Ohio,Franklin County,43202,40.03,-83.03,NA,NA,3965,No Different Than the NAtioNAl Rate,13.9,NA,NA,39,39049,7820,2003,"Columbus, OH",18140,26.6,28.7,25.1,1485,725,0.488,760,0.512,413,0.301,267,0.195,0,0,668,0.487,113,0.076,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2166,36C0001134,1295708246,"East Columbus Surgery Center,","50 Mcnaughton Road, Suite 102",Columbus,OH,Ohio,Franklin County,43213,39.98,-82.84,NA,NA,NA,NA,NA,NA,1.57,39,39049,7397,2017,"Columbus, OH",NA,30.3,29.9,30.6,3230,1652,0.511,1578,0.489,1470,0.493,1237,0.415,0,0,224,0.075,248,0.077,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2167,36C0001186,1689674285,Central Ohio Surgical Institute,6520 West Campus Oval,New Albany,OH,Ohio,Franklin County,43054,40.1,-82.82,100,NA,395,No Different Than the NAtioNAl Rate,10.7,100,NA,39,39049,7205,2036,"Columbus, OH",NA,30.1,30.5,28.9,2064,1013,0.491,1051,0.509,1686,0.817,143,0.069,0,0,143,0.069,0,0,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2168,36C0001296,1619333010,Orange Asc Ltd,3600 Stelzer Road Suite 100,Columbus,OH,Ohio,Franklin County,43219,40.05,-82.91,NA,NA,NA,NA,NA,97.66,NA,39,39049,10100,1030,"Columbus, OH",18140,41.8,42.2,41.4,1200,606,0.505,594,0.495,425,0.365,650,0.558,0,0,40,0.034,35,0.029,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2169,36C0001227,1104835776,Mid Ohio Surgery Center,"99 North Brice Road, Suite 160",Columbus,OH,Ohio,Franklin County,43213,39.98,-82.83,NA,NA,183,No Different Than the NAtioNAl Rate,12,NA,NA,39,39049,7395,1023,"Columbus, OH",18140,29.4,30.2,28.4,3002,1461,0.487,1541,0.513,1314,0.469,1161,0.414,0,0,239,0.085,200,0.067,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2170,36C0001262,1467768549,Central Ohio Endoscopy Center Llc,"815 West Broad Street, Suite 220",Columbus,OH,Ohio,Franklin County,43222,39.96,-83.02,NA,NA,1094,No Different Than the NAtioNAl Rate,13.8,NA,NA,39,39049,5001,2003,"Columbus, OH",18140,33.2,33.3,32.7,1359,747,0.55,612,0.45,1040,0.769,204,0.151,0,0,15,0.011,6,0.004,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2171,36C0001280,1033468400,White Fence Surgical Suites Llc,7277 Smiths Mills Road Suite 300,New Albany,OH,Ohio,Franklin County,43054,40.09,-82.79,NA,NA,NA,NA,NA,99.21,NA,39,39049,7213,2014,"Columbus, OH",18140,40.8,44,37,975,465,0.477,510,0.523,710,0.728,56,0.057,0,0,114,0.117,0,0,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2172,36C0001077,1477558641,Riverside Outpatient Surgery Center,2240 North Bank Drive,Columbus,OH,Ohio,Franklin County,43220,40.06,-83.08,NA,NA,NA,NA,NA,97.96,1.07,39,39049,6353,4000,"Columbus, OH",18140,37.7,35.8,40,1529,629,0.411,900,0.589,1074,0.719,67,0.045,0,0,338,0.226,35,0.023,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2173,36C0001236,1902095417,"Perimeter Surgical Center, Inc","6620 Perimiter Drive, Suite 100B",Dublin,OH,Ohio,Franklin County,43016,40.11,-83.17,NA,NA,NA,NA,NA,100,NA,39,39049,10402,2016,"Columbus, OH",18140,46.8,43.6,49,3061,1529,0.5,1532,0.5,2260,0.776,57,0.02,0,0,436,0.15,147,0.048,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2174,36C0001242,1295911154,Central Ohio Endoscopy Center Llc,6670 Perimeter Dr. Ste. 200,Dublin,OH,Ohio,Franklin County,43016,40.11,-83.17,NA,NA,2760,No Different Than the NAtioNAl Rate,11.1,NA,NA,39,39049,10502,2019,"Columbus, OH",18140,46,45.8,47.4,1167,553,0.474,614,0.526,801,0.715,0,0,0,0,283,0.253,47,0.04,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2175,36C0001051,1427127919,Stoneridge Endoscopy Center,3900 Stoneridge Lane,Dublin,OH,Ohio,Franklin County,43017,40.1,-83.1,NA,NA,1580,No Different Than the NAtioNAl Rate,11.6,NA,NA,39,39049,6386,1038,"Columbus, OH",18140,44.5,35.4,53.5,1693,843,0.498,850,0.502,1172,0.709,80,0.048,19,0.012,381,0.231,41,0.024,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2176,36C0001267,1003103474,New Albany Surgery Center Llc,5040 Forest Drive Ste 100,New Albany,OH,Ohio,Franklin County,43054,40.09,-82.79,NA,NA,NA,NA,NA,100,NA,39,39049,7213,2014,"Columbus, OH",18140,40.8,44,37,975,465,0.477,510,0.523,710,0.728,56,0.057,0,0,114,0.117,0,0,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2177,36C0001314,1053830885,Grove City Surgery Center Llc,1325 Stringtown Rd Ste 100,Grove City,OH,Ohio,Franklin County,43123,39.88,-83.03,NA,NA,111,No Different Than the NAtioNAl Rate,13,NA,NA,39,39049,9755,2021,"Columbus, OH",18140,42.9,43.3,42.7,6287,2990,0.476,3297,0.524,5650,0.935,70,0.012,0,0,269,0.045,247,0.039,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2178,36C0001168,1336218825,Central Ohio Endoscopy Center,85 Mcnaughten Road,Columbus,OH,Ohio,Franklin County,43213,39.98,-82.84,NA,NA,1740,No Different Than the NAtioNAl Rate,12.2,NA,NA,39,39049,7397,2017,"Columbus, OH",18140,30.3,29.9,30.6,3230,1652,0.511,1578,0.489,1470,0.493,1237,0.415,0,0,224,0.075,248,0.077,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2179,36C0001091,1679577167,Eastside Surgery Center,4850 E Main St,Whitehall,OH,Ohio,Franklin County,43213,39.96,-82.87,77.12,NA,385,No Different Than the NAtioNAl Rate,12.3,100,NA,39,39049,9340,2004,"Columbus, OH",18140,41.2,41.4,37.2,1286,648,0.504,638,0.496,347,0.291,777,0.651,5,0.004,0,0,93,0.072,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2180,36C0001187,1710201538,"Dublin Surgery Center, Llc",5005 Parkcenter Avenue,Dublin,OH,Ohio,Franklin County,43017,40.08,-83.13,91.56,NA,129,No Different Than the NAtioNAl Rate,13,99.15,0,39,39049,6237,1003,"Columbus, OH",18140,42.1,42.7,38.7,962,428,0.445,534,0.555,948,0.985,9,0.009,0,0,5,0.005,0,0,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2181,36C0001204,1427035591,"Eye Center Of Columbus, Llc","262 Neil Avenue, Suite 500",Columbus,OH,Ohio,Franklin County,43215,39.97,-83.01,NA,NA,NA,NA,NA,99.09,0.12,39,39049,3200,2035,"Columbus, OH",18140,31,31.1,30.9,3039,1762,0.58,1277,0.42,2684,0.924,123,0.042,18,0.006,46,0.016,133,0.044,1163414,1,Large-in a metro area with at least 1 million residents or more,0,2019
2182,36C0001261,1730409400,Chardon Surgery Center,"150 Seventh Avenue, Suite 100",Chardon,OH,Ohio,Geauga County,44024,41.59,-81.22,86.21,NA,214,No Different Than the NAtioNAl Rate,12,100,0.12,39,39055,312201,5000,"Cleveland-Elyria, OH",17460,57.4,57.4,57.1,676,319,0.472,357,0.528,548,0.858,42,0.066,0,0,0,0,37,0.055,93389,1,Large-in a metro area with at least 1 million residents or more,0,2019
2183,36C0001229,1831217231,Endoscopy Center At Bainbridge,"8185 East Washington Street, Suite 106",Chagrin Falls,OH,Ohio,Geauga County,44023,41.42,-81.35,94.33,NA,1350,No Different Than the NAtioNAl Rate,10.9,NA,NA,39,39055,311700,2002,"Cleveland-Elyria, OH",17460,47.6,47.6,47.7,3056,1505,0.492,1551,0.508,3019,1,0,0,0,0,0,0,37,0.012,93389,1,Large-in a metro area with at least 1 million residents or more,0,2019
2184,36C0001043,1184687386,Digestivecare Endoscopy Unit,75 Sylvania Drive,Dayton,OH,Ohio,Greene County,45440,39.69,-84.1,95.83,NA,3306,No Different Than the NAtioNAl Rate,13.9,NA,NA,39,39057,210401,1000,"Dayton-Kettering, OH",19430,28.6,28.2,29.4,1718,851,0.495,867,0.505,1231,0.731,231,0.137,0,0,59,0.035,33,0.019,161573,2,Small-in a metro area with fewer than 1 million residents,0,2019
2185,36C0001126,1235285628,Dayton Eye Surgery Center,81 Sylvania Drive,Dayton,OH,Ohio,Greene County,45440,39.69,-84.1,NA,NA,NA,NA,NA,100,0.45,39,39057,210401,1000,"Dayton-Kettering, OH",19430,28.6,28.2,29.4,1718,851,0.495,867,0.505,1231,0.731,231,0.137,0,0,59,0.035,33,0.019,161573,2,Small-in a metro area with fewer than 1 million residents,0,2019
2186,36C0001298,1114926714,Endoscopy Center Of Dayton Ltd,4200 Indian Ripple Road,Beavercreek,OH,Ohio,Greene County,45440,39.7,-84.09,97.92,NA,1830,No Different Than the NAtioNAl Rate,13,NA,NA,39,39057,210402,4006,"Dayton-Kettering, OH",19430,46,41.4,50.5,3015,1434,0.476,1581,0.524,2495,0.829,112,0.037,0,0,229,0.076,4,0.001,161573,2,Small-in a metro area with fewer than 1 million residents,0,2019
2187,36C0001045,1114926714,Endoscopy Center Of Dayton,4200 Indian Ripple Rd,Beavercreek,OH,Ohio,Greene County,45440,39.7,-84.09,97.92,NA,1830,No Different Than the NAtioNAl Rate,13,NA,NA,39,39057,210402,4006,"Dayton-Kettering, OH",19430,46,41.4,50.5,3015,1434,0.476,1581,0.524,2495,0.829,112,0.037,0,0,229,0.076,4,0.001,161573,2,Small-in a metro area with fewer than 1 million residents,0,2019
2188,36C0001303,1396192241,Anderson Endoscopy Center,7661 Beechmont Ave Suite 100,Cincinnati,OH,Ohio,Hamilton County,45255,39.07,-84.35,NA,NA,2384,No Different Than the NAtioNAl Rate,14.8,NA,NA,39,39061,25103,4000,"Cincinnati, OH-KY-IN",17140,46.5,37.4,50.2,1899,900,0.474,999,0.526,1723,0.923,54,0.029,0,0,81,0.043,32,0.017,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2189,36C0001038,1144219908,Tri-State Endoscopy Center,"2925 Vernon Place, Suite 101",Cincinnati,OH,Ohio,Hamilton County,45219,39.13,-84.5,98.96,NA,2001,No Different Than the NAtioNAl Rate,11.6,NA,NA,39,39061,27000,2013,"Cincinnati, OH-KY-IN",17140,53.4,53.6,40.2,652,312,0.479,340,0.521,245,0.376,407,0.624,0,0,0,0,0,0,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2190,36C0001222,1174852461,Mayfield Clinic Spine Surgery Center,4020 Smith Road,Cincinnati,OH,Ohio,Hamilton County,45209,39.15,-84.45,NA,NA,NA,NA,NA,100,NA,39,39061,25402,2011,"Cincinnati, OH-KY-IN",17140,28.6,27.8,29.9,887,557,0.628,330,0.372,745,0.89,64,0.076,0,0,20,0.024,50,0.056,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2191,36C0001306,1225558497,Trihealth Surgery Center -- Anderson,7810 5 Mile Rd Ste B,Cincinti,OH,Ohio,Hamilton County,45255,39.08,-84.35,NA,NA,130,No Different Than the NAtioNAl Rate,12.2,NA,NA,39,39061,25001,2006,"Cincinnati, OH-KY-IN",17140,60,55.5,60.2,837,424,0.507,413,0.493,663,0.792,18,0.022,0,0,40,0.048,0,0,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2192,36C0001245,1053508077,"Journey Lite Of Cincinnati, Llc","10475 Reading Road, Suite 115",Cincinnati,OH,Ohio,Hamilton County,45241,39.26,-84.42,NA,NA,NA,NA,NA,97.8,NA,39,39061,23100,1003,"Cincinnati, OH-KY-IN",17140,55,47.8,59,571,305,0.534,266,0.466,455,0.797,48,0.084,0,0,10,0.018,0,0,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2193,36C0001254,1659526457,"Norwood Endoscopy Center, Llc","4746 Montgomery Road, Suite 100",Norwood,OH,Ohio,Hamilton County,45212,39.16,-84.45,95.83,NA,2317,No Different Than the NAtioNAl Rate,12.5,NA,NA,39,39061,25401,2005,"Cincinnati, OH-KY-IN",17140,33.6,32.4,35.5,966,514,0.532,452,0.468,823,0.866,119,0.125,0,0,8,0.008,16,0.017,802374,1,Large-in a metro area with at least 1 million residents or more,0,2019
2194,36C0001138,1780610576,Findlay Surgery Center,1709 Medical Boulevard,Findlay,OH,Ohio,Hancock County,45840,41.02,-83.66,NA,NA,1622,No Different Than the NAtioNAl Rate,11.5,NA,NA,39,39063,1000,4007,"Findlay, OH",22300,36.2,32.9,36.9,952,438,0.46,514,0.54,890,0.969,0,0,0,0,0,0,34,0.036,74782,5,Micropolitan adjacent to a small metro area,1,2019
2195,36C0001218,1093726309,"Insight Surgery And Laser Center, Llc",3973-1 Northpointe Drive,Zanesville,OH,Ohio,Hudson County,NA,40.73,-74.06,NA,NA,NA,NA,NA,NA,0.2,34,NA,7100,3000,"New York-Newark-Jersey City, NY-NJ-PA",NA,34.2,31.9,38.9,549,349,0.636,200,0.364,105,0.203,55,0.107,0,0,320,0.62,33,0.06,NA,NA,NA,NA,2019
2196,36C0001230,1891992889,Surgical Care Center,48 Elm Street,Painesville,OH,Ohio,Lake County,44077,41.69,-81.29,NA,NA,NA,NA,NA,NA,0.22,39,39085,204700,2009,"Cleveland-Elyria, OH",17460,41.1,41.1,41.1,2053,950,0.463,1103,0.537,1681,0.874,106,0.055,0,0,17,0.009,129,0.063,230041,1,Large-in a metro area with at least 1 million residents or more,0,2019
