"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote"
GEISINGER ENDOSCOPY MONTOURSVILLE,39C0001327,1801334875,MONTOURSVILLE,PA,17754,2019,100.00,,N/A,5,1064,No Different Than the National Rate,12.3,9.2,16.4,,N/A,5,N/A,5
TRADITION SURGERY CENTER,10C0001617,1801343496,PORT SAINT LUCIE,FL,34987,2019,N/A,5,N/A,5,735,No Different Than the National Rate,12.2,9.2,16.5,,N/A,5,N/A,5
PHYSICIANS OF WINTER HAVEN LLC,10C0001467,1801811443,WINTER HAVEN,FL,33884,2019,100.00,,N/A,5,781,No Different Than the National Rate,12.6,9.5,17.0,,100.00,,N/A,5
DUPAGE EYE SURGERY CENTER LLC,14C0001133,1801811773,WHEATON,IL,60187,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.25,
SYLVAN SURGERY CENTER INC,05C0001780,1801822739,MODESTO,CA,95355,2019,N/A,5,N/A,5,427,No Different Than the National Rate,11.6,8.5,15.7,,N/A,5,N/A,5
SOUTH CAROLINA ENDOSCOPY CENTER NORTHEAST,42C0001048,1801827993,COLUMBIA,SC,29203,2019,90.01,,N/A,5,2514,No Different Than the National Rate,12.2,9.5,15.5,,N/A,5,N/A,5
MAIN STREET ASC LLC,39C0001219,1801849427,JOHNSTOWN,PA,15904,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.54,
LOS GATOS SURGICAL CENTER A CALIFORNIA LIMITED PARTNERSHIP,05C0001048,1801859970,LOS GATOS,CA,95032,2019,95.24,,N/A,5,1729,No Different Than the National Rate,10.7,8.2,14.2,,100.00,,0.40,
AMSURG NORTHERN KENTUCKY GI LLC,18C0001028,1801869292,CRESTVIEW HILLS,KY,41017,2019,N/A,5,N/A,5,1538,No Different Than the National Rate,12.3,9.3,16.2,,N/A,5,N/A,5
AESCULAPIAN SURGERY CENTER LLC DBA INTERCOASTAL MEDICAL GROUP AMBULATORY SURGERY CENTER,10C0001406,1801869847,SARASOTA,FL,34232,2019,90.00,,N/A,5,4618,No Different Than the National Rate,11.0,8.8,13.5,,100.00,,N/A,5
NOVAMED SURGERY CENTER OF CHATTANOOGA LLC,44C0001070,1801890173,CHATTANOOGA,TN,37421,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.05,
APPLE HILL SURGICAL CENTER PARTNERS,39C0001025,1801892724,YORK,PA,17403,2019,N/A,5,N/A,5,1975,No Different Than the National Rate,13.6,10.6,17.4,,N/A,5,N/A,5
TRINITY SURGERY CENTER LLC DBA BAYCARE SURGERY CENTER,10C0001401,1801899687,TRINITY,FL,34667,2019,N/A,5,N/A,5,1614,No Different Than the National Rate,12.1,9.3,15.4,,N/A,5,N/A,5
NASHVILLE GASTROINTESTINAL SPECIALISTS LLC DBA NGS MID STATE ENDOSCOPY CENTER,44C0001019,1801923636,NASHVILLE,TN,37203,2019,N/A,5,N/A,5,622,No Different Than the National Rate,13.2,9.9,17.5,,N/A,5,N/A,5
BAYOU REGION SURGICAL CENTER,19C0001110,1801949631,THIBODAUX,LA,70301,2019,100.00,,N/A,5,100,No Different Than the National Rate,11.9,8.5,16.3,,100.00,,N/A,5
SUMMIT SURGICAL CENTER LLC,31C0001007,1801974720,VOORHEES,NJ,08043,2019,96.88,,N/A,5,449,No Different Than the National Rate,11.8,8.7,16.1,,98.47,,0.92,
TRESANTI SURGICAL CENTER LLC,05C0001596,1801983556,SAN RAMON,CA,94583,2019,N/A,5,N/A,5,1080,No Different Than the National Rate,13.2,9.9,17.5,,N/A,5,N/A,5
ENDO SURGI CENTER OF OLD BRIDGE LLC,31C0001091,1801987805,OLD BRIDGE,NJ,08857,2019,N/A,5,N/A,5,1301,No Different Than the National Rate,12.1,9.3,15.8,,N/A,5,N/A,5
MAINE CENTERS FOR HEALTHCARE,20C0001014,1801990544,WESTBROOK,ME,04092,2019,N/A,5,N/A,5,144,No Different Than the National Rate,11.4,8.1,15.9,,N/A,5,N/A,5
EYE PHYSICIANS OF SUSSEX COUNTY,31C0001010,1801993217,NEWTON,NJ,07860,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,2.22,
AMBULATORY SURGERY CENTER OF OPELOUSAS,19C0001083,1811001548,OPELOUSAS,LA,70570,2019,73.99,,N/A,5,643,No Different Than the National Rate,12.4,9.2,16.6,,100.00,,N/A,5
THE OUTPATIENT CENTER OF BOYNTON BEACH,10C0001214,1811001860,BOYNTON BEACH,FL,33435,2019,N/A,5,N/A,5,4499,No Different Than the National Rate,11.8,9.8,14.4,,N/A,5,N/A,5
GDC ENDOSCOPY CENTER LLC,11C0001280,1811052749,LAWRENCEVILLE,GA,30046,2019,N/A,5,N/A,5,222,No Different Than the National Rate,12.6,9.1,17.2,,N/A,5,N/A,5
GUILFORD ENDOSCOPY CENTER,34C0001155,1811057029,GREENSBORO,NC,27405,2019,N/A,5,N/A,5,413,No Different Than the National Rate,10.6,7.7,14.6,,N/A,5,N/A,5
SPARTANBURG SURGERY CENTER LLC,42C0001023,1811076623,SPARTANBURG,SC,29303,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.00,,N/A,5
ENDOSCOPIC PROCEDURE CENTER LLC,33C0001086,1811080963,SYRACUSE,NY,13215,2019,93.20,,N/A,5,1618,No Different Than the National Rate,12.5,9.6,16.3,,N/A,5,N/A,5
GREEN SURGERY CENTER LLC,44C0001102,1811090350,GALLATIN,TN,37066,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
KNOXVILLE ORTHOPAEDIC SURGERY CENTER LLC,44C0001173,1811125149,KNOXVILLE,TN,37922,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.52,,N/A,5
ENDOSCOPY CENTER OF THE ROCKIES LLC,06C0001076,1811148869,LONGMONT,CO,80501,2019,N/A,5,N/A,5,897,No Different Than the National Rate,11.1,8.1,15.0,,N/A,5,N/A,5
INDIANA ENDOSCOPY CENTERS LLC,15C0001143,1811172729,AVON,IN,46123,2019,N/A,5,N/A,5,1250,No Different Than the National Rate,13.2,10.0,17.2,,N/A,5,N/A,5
VALLEY ENDOSCOPY CENTER,05C0001371,1811178981,HEMET,CA,92543,2019,N/A,5,N/A,5,34,No Different Than the National Rate,12.2,8.7,17.4,,N/A,5,N/A,5
SURGICAL INSTITUTE OF MICHIGAN,23C0001112,1811226244,WESTLAND,MI,48186,2019,N/A,5,N/A,5,67,No Different Than the National Rate,12.3,9.0,17.4,,N/A,5,N/A,5
MESQUITE SURGERY CENTER LLC,03C0001328,1811228083,TUCSON,AZ,85715,2019,95.93,,N/A,5,1033,No Different Than the National Rate,13.3,10.1,17.7,,N/A,5,N/A,5
SUMMIT SURGERY CENTER,06C0001152,1811300403,LOVELAND,CO,80538,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.87,
THE CENTER FOR ORTHOPAEDIC SURGERY,42C0001072,1811345267,ROCK HILL,SC,29732,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.63,,N/A,5
CENTRAL DELAWARE ENDOSCOPY UNIT LLC,08C0001006,1811385883,DOVER,DE,19904,2019,N/A,5,N/A,5,1634,No Different Than the National Rate,11.4,8.8,14.8,,N/A,5,N/A,5
OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC DBA ORLANDO OPHTHALMOLOGY SURGERY CENTER,10C0001377,1811433410,ORLANDO,FL,32806,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.22,
NORTH BEND MED CTR DAY SURGERY,38C0001006,1811437882,COOS BAY,OR,97420,2019,100.00,,N/A,5,1287,No Different Than the National Rate,12.0,9.2,15.7,,90.53,,N/A,5
VIRGIL ENDOSCOPY CENTER LLC,05C0002025,1811447246,LOS ANGELES,CA,90020,2019,N/A,5,N/A,5,366,No Different Than the National Rate,10.7,7.9,14.6,,N/A,5,N/A,5
EDMONDS ENDOSCOPY CENTER,50C0001157,1811914625,EDMONDS,WA,98026,2019,96.75,,N/A,5,1610,No Different Than the National Rate,13.3,10.3,17.3,,13.04,,N/A,5
COASTAL DIGESTIVE CARE CENTER LLC,07C0001035,1811929300,NEW LONDON,CT,06320,2019,93.62,,N/A,5,2217,No Different Than the National Rate,12.7,9.9,16.2,,N/A,5,N/A,5
KALAMAZOO ENDO CENTER,23C0001069,1811933179,PORTAGE,MI,49024,2019,95.37,,N/A,5,1152,No Different Than the National Rate,10.7,8.0,14.3,,N/A,5,N/A,5
NOVANT HEALTH SOUTHPARK SURGERY CENTER,34C0001112,1811940141,CHARLOTTE,NC,28210,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.58,,0.22,
DESERT SUN SURGERY CENTER LLC,03C0001277,1811940398,TUCSON,AZ,85710,2019,N/A,5,N/A,5,659,No Different Than the National Rate,10.8,7.9,14.6,,N/A,5,N/A,5
WACO GASTROENTEROLOGY ENDOSCOPY CENTER LLC,45C0001337,1811947062,WACO,TX,76712,2019,N/A,5,N/A,5,2769,No Different Than the National Rate,12.5,10.0,15.8,,N/A,5,N/A,5
AMBULATORY SURGERY CENTER OF CENTRALIA LLC,14C0001016,1811957251,CENTRALIA,IL,62801,2019,86.27,,N/A,5,283,No Different Than the National Rate,12.8,9.5,17.5,,100.00,,0.64,
GREEN SPRING STATION ENDOSCOPY LLC,21C0001184,1811962210,LUTHERVILLE,MD,21093,2019,N/A,5,N/A,5,3537,No Different Than the National Rate,9.6,7.6,12.1,,N/A,5,N/A,5
LANDMARK SURGERY CENTER,24C0001019,1811973639,WOODBURY,MN,55125,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
CATARACT AND LASER CENTER LLC,08C0001007,1821010638,NEWARK,DE,19713,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.05,
SANTA BARBARA ENDOSCOPY CENTER LLC,05C0001636,1821019738,SANTA BARBARA,CA,93101,2019,N/A,5,N/A,5,1936,No Different Than the National Rate,11.8,9.1,15.3,,N/A,5,N/A,5
GAMMA SURGERY CENTER LLC,39C0001226,1821036138,PITTSBURGH,PA,15238,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.28,
RIVERSIDE SURGERY CENTER,05C0001404,1821047499,REDDING,CA,96001,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
LOWCOUNTRY OUTPATIENT SURGERY CENTER,42C0001061,1821066200,SUMMERVILLE,SC,29485,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
MARION HEALTHCARE LLC,14C0001105,1821066515,MARION,IL,62959,2019,77.78,,N/A,5,1296,No Different Than the National Rate,12.2,9.5,15.6,,83.90,,0.13,
OLD TOWN ENDOSCOPY CENTER LLC,45C0001239,1821067554,DALLAS,TX,75206,2019,N/A,5,N/A,5,2790,No Different Than the National Rate,11.8,9.4,15.2,,N/A,5,N/A,5
CITRUS UROLOGY CENTER INC,10C0001291,1821068289,LECANTO,FL,34461,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
SURGERY CENTER OF FARMINGTON LLC,26C0001054,1821074485,FARMINGTON,MO,63640,2019,79.07,,N/A,5,473,No Different Than the National Rate,13.5,10.0,18.2,,100.00,,0.40,
SUTTER FAIRFIELD SURGERY CENTER,05C0001696,1821092206,FAIRFIELD,CA,94534,2019,N/A,5,N/A,5,1906,No Different Than the National Rate,13.0,10.2,16.7,,N/A,5,N/A,5
OLYMPIA MULTI SPECIALTY CLINIC AMBULATORY PROCEDURES CNTR PLLC,50C0001128,1821101197,OLYMPIA,WA,98502,2019,N/A,5,N/A,5,2959,No Different Than the National Rate,12.5,9.9,15.4,,N/A,5,N/A,5
ENDOSCOPY CENTER OF COASTAL GEORGIA LLC,11C0001200,1821106923,SAVANNAH,GA,31405,2019,N/A,5,N/A,5,2523,No Different Than the National Rate,12.4,9.8,16.0,,N/A,5,N/A,5
SCRIPPS ENCINITAS SURGERY CENTER LLC,05C0001842,1821112145,ENCINITAS,CA,92024,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.32,
URBANA GI ENDOSCOPY CENTER LLC,21C0001460,1821115700,IJAMSVILLE,MD,21754,2019,83.93,,N/A,5,541,No Different Than the National Rate,10.3,7.6,14.2,,75.63,,N/A,5
VITAL SIGHT PC,03C0001013,1821124587,TUCSON,AZ,85711,2019,N/A,5,N/A,5,94,No Different Than the National Rate,11.6,8.3,16.2,,N/A,5,N/A,5
CENTER FOR HEALTH AMBULATORY SURGERY CENTER LLC,14C0001088,1821141284,PEORIA,IL,61615,2019,N/A,5,N/A,5,127,No Different Than the National Rate,12.5,8.9,17.6,,N/A,5,N/A,5
INLAND ENDOSCOPY CENTER INC DBA MOUNTAIN VIEW SURGERY CENTER,05C0001289,1821141441,REDLANDS,CA,92374,2019,N/A,5,N/A,5,1155,No Different Than the National Rate,12.8,9.6,16.8,,N/A,5,N/A,5
EVERGREEN EYE CENTER,50C0001131,1821167479,FEDERAL WAY,WA,98003,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.18,
COASTAL SURGICAL SPECIALISTS INC,05C0001690,1821194754,PISMO BEACH,CA,93449,2019,N/A,5,N/A,5,1684,No Different Than the National Rate,11.5,8.9,15.1,,N/A,5,N/A,5
CHINA LAKE SURGERY CENTER LLC,05C0001373,1821223827,RIDGECREST,CA,93555,2019,N/A,5,N/A,5,194,No Different Than the National Rate,13.3,9.6,18.1,,N/A,5,N/A,5
LINCOLN SURGERY CENTER LLC,06C0001124,1821249616,PARKER,CO,80134,2019,74.60,,N/A,5,169,No Different Than the National Rate,12.4,9.0,17.4,,99.35,,13.33,
PEND OREILLE SURGERY CENTER LLC,13C0001068,1821276353,PONDERAY,ID,83852,2019,60.44,,N/A,5,560,No Different Than the National Rate,12.3,9.2,16.7,,99.61,,N/A,5
NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,19C0001048,1821279720,NEW ORLEANS,LA,70115,2019,N/A,5,N/A,5,1040,No Different Than the National Rate,12.8,9.6,16.9,,N/A,5,N/A,5
GLENDORA DIGESTIVE DISEASE INSTITUTE,05C0001673,1821285073,GLENDORA,CA,91740,2019,N/A,5,N/A,5,696,No Different Than the National Rate,14.5,11.0,19.5,,N/A,5,N/A,5
SOUTHEAST ALASKA SURGERY CENTER,02C0001010,1821327560,JUNEAU,AK,99801,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
RIVER VALLEY AMBULATORY SURGICAL CENTER,07C0001059,1821332370,NORWICH,CT,06360,2019,96.92,,N/A,5,242,No Different Than the National Rate,12.3,8.9,16.8,,99.83,,0.41,
EYE SURGICENTER OF NEW JERSEY,31C0001012,1821372467,MILLVILLE,NJ,08332,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.12,
BROOKSTONE SURGICAL CENTER,11C0001410,1821394602,COLUMBUS,GA,31904,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
RENUE SURGERY CENTER OF WAYCROSS,11C0001381,1821397654,WAYCROSS,GA,31501,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
EL MIRADOR SURGERY CENTER LLC DBA EL MIRADOR SURGERY CENTER,05C0001321,1821429978,PALM SPRINGS,CA,92262,2019,61.02,,N/A,5,927,No Different Than the National Rate,11.4,8.5,15.2,,98.38,,1.21,
MASON RIDGE AMBULATORY SURGERY CENTER DBA GATEWAY ENDOSCOPY CENTER,26C0001116,1821453796,SAINT LOUIS,MO,63141,2019,100.00,,N/A,5,1902,No Different Than the National Rate,12.7,9.8,16.6,,N/A,5,N/A,5
GEM STATE ENDOSCOPY,13C0001077,1821459496,LEWISTON,ID,83501,2019,94.81,,N/A,5,759,No Different Than the National Rate,15.8,12.0,21.4,,N/A,5,N/A,5
BETHEL PARK SURGERY CENTER,39C0001319,1821485442,BETHEL PARK,PA,15102,2019,96.15,,N/A,5,138,No Different Than the National Rate,11.5,8.2,16.1,,97.71,,0.00,
NOVANT HEALTH BRUNSWICK ENDOSCOPY CENTER,34C0001199,1821510579,WINSTON SALEM,NC,27103,2019,N/A,5,N/A,5,691,No Different Than the National Rate,13.1,9.7,17.9,,98.00,,N/A,5
JEFFERSON SURGERY CENTER CHERRY HILL,31C0001331,1821528753,CHERRY HILL,NJ,08002,2019,N/A,5,N/A,5,76,No Different Than the National Rate,12.1,8.6,16.8,,N/A,5,N/A,5
ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,39C0001334,1821529892,GREENSBURG,PA,15601,2019,96.33,,N/A,5,214,No Different Than the National Rate,12.2,8.8,16.8,,N/A,5,N/A,5
EAST BAY SURGERY CENTER LLC,22C0001051,1831116615,SWANSEA,MA,02777,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.37,
LASER AND OUTPATIENT SURGERY CENTER,10C0001471,1831116698,GAINESVILLE,FL,32605,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.28,
MEDICAL HEIGHTS SURGERY CENTER DBA KENTUCKY SURGERY CENTER,18C0001014,1831117704,LEXINGTON,KY,40509,2019,N/A,5,N/A,5,702,No Different Than the National Rate,13.3,9.8,17.8,,N/A,5,N/A,5
SOUTH SHORE ENDOSCOPY CENTER INC,22C0001026,1831122159,BRAINTREE,MA,02184,2019,N/A,5,N/A,5,2045,No Different Than the National Rate,15.0,11.8,18.9,,N/A,5,N/A,5
VALDOSTA ENDOSCOPY CENTER LLC,11C0001208,1831134121,VALDOSTA,GA,31602,2019,N/A,5,N/A,5,847,No Different Than the National Rate,11.3,8.4,15.3,,N/A,5,N/A,5
ABINGTON SURGICAL CENTER,39C0001031,1831139955,WILLOW GROVE,PA,19090,2019,54.22,,N/A,5,77,No Different Than the National Rate,12.4,9.0,17.4,,73.26,,0.87,
THE SURGICAL CENTER OF GREATER ANNAPOLIS INC,21C0001029,1831153527,ARNOLD,MD,21012,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.40,
SPOKANE EYE CLINIC INC PS,50C0001022,1831165331,SPOKANE,WA,99204,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.13,,0.26,
THIBODAUX ENDOSCOPY LLC,19C0001082,1831167329,THIBODAUX,LA,70301,2019,99.50,,N/A,5,1455,No Different Than the National Rate,10.4,7.9,13.8,,N/A,5,N/A,5
ADVANCED ENDOSCOPY CENTER,26C0001091,1831180272,CREVE COEUR,MO,63141,2019,N/A,5,N/A,5,3172,No Different Than the National Rate,12.9,10.3,16.2,,N/A,5,N/A,5
ZION EYE INSTITUTE INC,46C0001018,1831182799,ST GEORGE,UT,84790,2019,N/A,5,94.60,,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.27,
LARGO SURGERY LLC DBA WEST BAY SURGERY CENTER,10C0001096,1831195379,LARGO,FL,33770,2019,N/A,5,N/A,5,1681,No Different Than the National Rate,10.5,8.1,13.6,,N/A,5,N/A,5
FAMILY SURGERY CENTER LLC,24C0001051,1831200120,WILLMAR,MN,56201,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.11,
ADVANCED ENDOSCOPY CENTER OF HOWARD COUNTY LLC,21C0001343,1831214717,COLUMBIA,MD,21045,2019,N/A,5,N/A,5,493,No Different Than the National Rate,11.2,8.2,15.7,,N/A,5,N/A,5
THE ENDOSCOPY CENTER AT BAINBRIDGE LLC,36C0001229,1831217231,CHAGRIN FALLS,OH,44023,2019,94.33,,N/A,5,1350,No Different Than the National Rate,10.9,8.2,14.5,,N/A,5,N/A,5
LACKAWANNA PHYSICIANS AMBULATORY SURGERY CENTER LLC DBA NORTH EAST SURGERY CENTER,39C0001098,1831230788,SCRANTON,PA,18508,2019,N/A,5,N/A,5,490,No Different Than the National Rate,11.1,8.1,15.1,,N/A,5,N/A,5
SOUTHERN CALIFORNIA STONE CENTER,05C0001441,1831235878,ENCINO,CA,91316,2019,N/A,5,N/A,5,292,No Different Than the National Rate,11.9,8.8,16.3,,N/A,5,N/A,5
CORPUS CHRISTI ENDOSCOPY CENTER LLP,45C0001470,1831238773,CORPUS CHRISTI,TX,78414,2019,84.91,,N/A,5,2273,No Different Than the National Rate,12.0,9.3,15.4,,N/A,5,N/A,5
NEW GULF COAST SURGERY CENTER LLC,25C0001015,1831240928,OCEAN SPRINGS,MS,39564,2019,N/A,5,N/A,5,550,No Different Than the National Rate,14.4,10.6,19.5,,N/A,5,N/A,5
GRAND STREET GASTROENTEROLOGY INC,33C0001079,1831259795,KINGSTON,NY,12401,2019,N/A,5,N/A,5,126,No Different Than the National Rate,11.9,8.6,16.6,,N/A,5,N/A,5
PCS ENDOSCOPY SUITE,13C0001041,1831265321,POCATELLO,ID,83201,2019,N/A,5,N/A,5,76,No Different Than the National Rate,12.1,8.7,17.1,,N/A,5,N/A,5
NORTH JERSEY GASTROENTEROLOGY AND ENDOSCOPY CENTER PA,31C0001119,1831275775,WAYNE,NJ,07470,2019,N/A,5,N/A,5,1958,No Different Than the National Rate,11.4,8.8,14.5,,N/A,5,N/A,5
EFFINGHAM SURGICAL PARTNERS LLC,14C0001074,1831280536,EFFINGHAM,IL,62401,2019,100.00,,N/A,5,1205,No Different Than the National Rate,11.5,8.6,15.2,,100.00,,0.00,
THE COOKEVILLE SURGERY CENTER,44C0001022,1831283860,COOKEVILLE,TN,38501,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
CLINTON COUNTY OUTPATIENT SURGERY INC,36C0001099,1831287580,WILMINGTON,OH,45177,2019,N/A,5,N/A,5,394,No Different Than the National Rate,13.2,9.8,18.0,,N/A,5,N/A,5
GASTROENTEROLOGY EAST,34C0001156,1831349406,GREENVILLE,NC,27834,2019,N/A,5,N/A,5,2222,No Different Than the National Rate,14.7,11.6,18.5,,N/A,5,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001144,1831366517,SPOKANE VALLEY,WA,99216,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.42,
PRISTINE SURGERY CENTER INC,05C0001966,1831371749,FRESNO,CA,93720,2019,79.91,,N/A,5,122,No Different Than the National Rate,12.1,8.6,16.6,,99.91,,N/A,5
TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,10C0001549,1831420694,TITUSVILLE,FL,32796,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,
OAK TREE SURGICAL CENTER LLC,05C0001935,1831428861,THOUSAND OAKS,CA,91360,2019,86.47,,N/A,5,851,No Different Than the National Rate,11.9,8.8,15.8,,N/A,5,N/A,5
GRIFFISS EC LLC,33C0001121,1831484567,ROME,NY,13421,2019,75.16,,N/A,5,257,No Different Than the National Rate,11.6,8.4,16.0,,97.56,,0.21,
HAGERSTOWN SURGERY CENTER LLC,21C0001525,1831489335,HAGERSTOWN,MD,21742,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,64.29,,N/A,5
RIVER VIEW SURGERY CENTER,13C0001079,1831636752,TWIN FALLS,ID,83301,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.20,
CASTLE ROCK SURGICENTER LLC,06C0001166,1831686674,CASTLE ROCK,CO,80109,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.26,,N/A,5
NORTH SHORE SURGICENTER,33C0001017,1841213923,SMITHTOWN,NY,11787,2019,N/A,5,N/A,5,632,No Different Than the National Rate,10.8,7.8,14.6,,N/A,5,N/A,5
NORTH HAVEN SURGERY CENTER LLC,07C0001048,1841231792,NORTH HAVEN,CT,06473,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
HINSDALE SURGICAL CENTER LLC,14C0001007,1841234150,HINSDALE,IL,60521,2019,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,99.41,,0.43,
LOS ANGELES SURGICAL CENTER A MEDICAL CORPORATION,05C0001409,1841237831,LOS ANGELES,CA,90057,2019,N/A,5,N/A,5,39,No Different Than the National Rate,12.2,8.7,16.8,,N/A,5,N/A,5
ST AUGUSTINE ENDOSCOPY CENTER LLC,10C0001089,1841251501,SAINT AUGUSTINE,FL,32086,2019,N/A,5,N/A,5,3740,No Different Than the National Rate,9.8,7.8,12.2,,N/A,5,N/A,5
PAOLI SURGERY CENTER LP,39C0001053,1841255718,PAOLI,PA,19301,2019,N/A,5,N/A,5,32,No Different Than the National Rate,11.9,8.3,16.7,,N/A,5,N/A,5
DUBUQUE ENDOSCOPY CENTER LC,16C0001020,1841255775,DUBUQUE,IA,52001,2019,N/A,5,N/A,5,895,No Different Than the National Rate,12.8,9.7,17.0,,N/A,5,N/A,5
HELENA SURGICENTER LLC,27C0001014,1841275211,HELENA,MT,59601,2019,97.92,,N/A,5,319,No Different Than the National Rate,11.9,8.6,16.4,,97.92,,0.00,
SURGERY CENTER OF SOUTHERN OREGON LLC,38C0001024,1841286267,MEDFORD,OR,97504,2019,N/A,5,N/A,5,3753,No Different Than the National Rate,12.2,9.8,15.2,,N/A,5,N/A,5
DIGESTIVE DISEASE INSTITUTE INC,39C0001035,1841295201,CAMP HILL,PA,17011,2019,N/A,5,N/A,5,1551,No Different Than the National Rate,10.9,8.2,14.3,,N/A,5,N/A,5
GRAND TETON SURGICAL CENTER LLC,13C0001026,1841295227,IDAHO FALLS,ID,83404,2019,72.92,,N/A,5,2310,No Different Than the National Rate,13.4,10.4,17.0,,N/A,5,0.08,
NORTH TEXAS GI CTR,45C0001294,1841295425,ARLINGTON,TX,76012,2019,N/A,5,N/A,5,2949,No Different Than the National Rate,11.5,9.2,14.4,,N/A,5,N/A,5
SOUTH GEORGIA ENDOSCOPY CENTER INC,11C0001196,1841304797,WAYCROSS,GA,31501,2019,78.57,,N/A,5,1011,No Different Than the National Rate,11.8,8.9,15.6,,N/A,5,N/A,5
PACIFIC ENDOSCOPY CENTER LLC,12C0001016,1841316841,PEARL CITY,HI,96782,2019,N/A,5,N/A,5,2067,No Different Than the National Rate,12.1,9.5,15.5,,N/A,5,N/A,5
THE SURGERY CENTER OF HUNTSVILLE,01C0001013,1841342789,HUNTSVILLE,AL,35801,2019,90.48,,N/A,5,1615,No Different Than the National Rate,11.4,8.8,14.8,,99.79,,0.11,
RUXTON SURGICENTER LLC,21C0001273,1841347143,TOWSON,MD,21204,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
DUBLIN EYE SURGERY CENTER LLC,11C0001266,1841368867,DUBLIN,GA,31021,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.34,
COLUMBIA RIVER EYE CENTER,50C0001210,1841378056,RICHLAND,WA,99352,2019,N/A,5,88.10,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.08,
